Individual,BureauInquiries,CreditUsage,TotalCredit,CollectionReports,MissedPayments,HomeOwner,CreditAge,TimeOnJob,CreditScore
1643,6,0.295,12000,0,0,1,9.20,8,733
1644,7,0.320,13500,0,0,1,9.80,14,754
1645,6,0.350,25000,1,2,0,7.20,5,558
1646,6,0.380,13000,0,1,0,9.60,4,614
1647,7,0.160,12500,0,0,0,6.60,4,709
1648,6,0.140,9000,0,0,1,8.60,10,702
1649,7,0.160,12500,0,0,0,6.60,4,705
1650,7,0.240,15000,0,0,0,5.50,14,722
1651,7,0.320,31500,0,2,0,8.90,4,616
1652,6,0.450,14000,0,0,0,6.80,8,689
1653,6,0.200,13000,0,1,0,11.10,9,707
1654,7,0.290,18500,0,1,1,7.20,11,571
1655,6,0.370,11000,2,2,1,6.50,5,617
1656,6,0.380,10000,1,1,1,6.50,5,659
1657,6,0.210,25500,0,0,1,7.40,3,735
1658,6,0.300,12500,0,0,0,5.40,9,712
1659,7,0.310,13500,0,1,0,5.00,10,685
1660,6,0.260,19500,0,0,1,11.90,10,691
1661,6,0.290,17000,0,0,1,9.50,14,707
1662,6,0.130,16000,0,0,0,6.00,7,750
1663,6,0.240,11500,0,0,0,8.20,11,733
1664,7,0.330,11000,0,0,0,7.60,13,775
1665,7,0.310,13500,0,0,0,5.30,10,614
1666,6,0.190,32000,0,2,0,8.20,8,489
1667,6,0.320,8500,1,1,1,7.40,3,655
1668,6,0.600,8000,1,2,1,7.20,8,478
1669,5,0.290,26000,0,1,1,5.70,15,827
1670,5,0.320,14000,0,0,1,8.00,16,749
1671,5,0.300,15000,0,0,1,6.80,17,732
1672,5,0.250,9500,0,1,1,6.20,8,706
1673,7,0.230,13500,0,0,0,7.10,3,649
1674,7,0.200,13500,0,0,0,5.50,8,734
1675,7,0.220,13000,0,0,0,5.50,14,781
1676,6,0.150,21500,0,2,1,11.60,7,669
1677,6,0.160,14500,0,0,1,5.40,9,612
1678,5,0.210,12000,0,1,1,4.50,11,719
1679,7,0.220,13000,0,0,0,6.20,11,739
1680,7,0.200,13500,0,0,0,5.50,8,761
1681,7,0.230,13500,0,0,0,7.10,3,645
1682,7,0.300,19500,1,2,0,7.40,6,553
1683,6,0.260,12000,0,0,0,7.60,4,586
1684,7,0.240,16500,0,1,0,7.30,4,661
1685,7,0.240,15500,0,1,0,7.30,4,691
1686,6,0.310,4500,0,0,0,6.30,7,643
1687,6,0.200,11000,0,2,0,8.60,4,579
1688,8,0.180,18000,1,3,0,5.00,7,424
1689,6,0.300,23500,0,2,1,7.50,5,637
1690,6,0.340,13500,0,1,1,9.70,12,756
1691,7,0.310,12500,0,0,0,9.40,6,604
1692,5,0.265,13000,0,1,1,6.40,9,754
1693,6,0.220,10000,0,2,0,7.00,4,683
1694,6,0.220,23000,0,0,1,4.20,17,740
1695,7,0.210,37000,0,0,0,7.60,4,586
1696,5,0.260,9000,0,0,1,5.60,7,724
1697,7,0.150,14000,0,0,0,5.00,4,733
1698,7,0.150,14000,0,0,0,5.00,4,697
1699,7,0.150,14000,0,0,0,5.00,4,687
1700,7,0.270,16000,0,1,0,6.70,12,570
1701,6,0.220,15000,0,1,0,6.00,4,713
1702,6,0.240,13500,0,0,1,7.00,4,593
1703,6,0.280,14500,0,0,1,8.00,10,750
1704,5,0.170,12500,0,0,1,7.00,7,644
1705,6,0.260,18000,0,2,1,6.10,9,603
1706,5,0.460,7500,0,0,1,11.20,17,794
1707,5,0.170,12500,0,0,1,7.00,7,590
1708,6,0.260,18000,0,2,1,6.10,9,596
1709,6,0.270,17500,0,2,1,6.10,9,576
1710,7,0.190,17000,0,0,0,5.00,10,659
1711,7,0.200,16000,0,0,0,5.00,10,740
1712,6,0.170,14000,0,0,1,5.30,10,726
1713,7,0.200,19500,0,1,0,7.70,9,581
1714,6,0.390,14000,0,1,0,5.50,11,563
1715,6,0.400,8500,0,2,0,7.20,5,623
1716,6,0.240,14500,0,0,1,5.80,8,670
1717,6,0.270,14000,0,0,1,6.60,7,730
1718,6,0.240,14500,0,0,1,5.80,8,750
1719,6,0.420,20500,0,3,1,8.10,6,546
1720,6,0.330,15000,0,0,1,4.60,13,669
1721,6,0.330,15000,0,0,1,4.60,13,687
1722,6,0.320,22500,0,0,1,10.10,15,729
1723,7,0.250,14500,0,0,1,4.40,9,675
1724,7,0.270,15000,0,0,0,4.00,10,685
1725,5,0.190,15500,0,0,1,6.60,16,723
1726,6,0.270,23500,1,2,1,7.50,5,614
1727,5,0.240,23500,0,0,1,7.00,7,585
1728,6,0.250,14500,0,0,1,7.30,7,658
1729,7,0.390,11500,0,0,0,7.90,4,618
1730,8,0.200,16000,0,0,0,10.90,7,639
1731,8,0.180,15000,0,0,0,7.00,10,704
1732,7,0.210,21500,1,1,0,7.70,9,589
1733,8,0.200,16000,0,0,0,10.90,7,623
1734,7,0.390,10500,0,0,0,7.90,4,629
1735,6,0.260,21000,1,10,1,7.50,8,323
1736,7,0.280,20000,0,1,1,7.30,10,610
1737,7,0.210,21500,1,1,0,7.70,9,578
1738,7,0.300,16000,0,3,1,8.20,11,575
1739,7,0.340,14000,0,0,1,7.90,7,644
1740,6,0.400,12000,0,0,1,6.90,10,718
1741,5,0.350,13000,0,0,1,6.50,11,739
1742,5,0.350,14000,0,0,1,6.50,11,671
1743,6,0.300,11000,0,0,0,5.10,9,628
1744,6,0.280,14000,0,0,0,8.20,8,745
1745,7,0.330,15000,0,2,1,9.50,14,684
1746,6,0.260,25500,1,2,1,7.50,5,637
1747,7,0.440,11500,0,0,1,8.60,16,722
1748,6,0.310,10500,0,0,0,6.80,5,612
1749,7,0.150,14500,0,0,1,5.10,6,749
1750,6,0.310,12500,0,0,1,7.20,2,610
1751,8,0.270,17500,0,0,0,6.20,14,713
1752,6,0.310,12500,0,0,1,7.20,2,607
1753,7,0.260,16500,0,0,0,6.70,12,670
1754,7,0.340,14000,0,0,1,7.60,16,747
1755,6,0.320,12500,1,2,1,8.30,4,555
1756,8,0.310,22500,0,0,1,9.80,8,586
1757,6,0.240,17000,0,0,1,5.80,14,695
1758,5,0.170,14500,0,0,1,4.10,18,771
1759,5,0.120,14500,0,0,1,10.30,13,702
1760,5,0.170,14500,0,0,1,8.90,7,677
1761,6,0.210,16000,0,0,1,4.10,15,712
1762,7,0.250,14000,0,2,0,5.60,4,642
1763,6,0.220,15000,1,1,0,7.50,5,694
1764,6,0.310,20000,0,0,1,8.30,16,688
1765,7,0.250,14000,0,2,0,5.60,4,650
1766,6,0.220,15000,1,1,0,7.50,5,694
1767,6,0.230,14500,0,0,1,6.60,7,658
1768,7,0.370,25500,0,2,0,7.00,4,630
1769,6,0.280,12000,0,0,0,6.70,3,733
1770,6,0.280,12000,0,0,0,6.70,3,694
1771,7,0.240,19000,0,0,1,9.50,14,655
1772,6,0.330,15500,0,0,0,8.60,13,743
1773,6,0.380,13000,0,0,0,4.20,11,704
1774,6,0.210,16000,0,0,1,5.80,8,606
1775,7,0.250,17500,0,0,1,6.90,13,706
1776,7,0.240,15000,0,2,0,8.20,8,666
1777,7,0.340,6000,0,0,0,5.60,4,579
1778,6,0.220,20000,0,0,0,9.20,11,682
1779,5,0.455,10000,0,0,1,12.00,19,705
1780,6,0.310,15000,0,0,0,5.40,15,762
1781,6,0.390,12000,0,0,1,6.60,10,733
1782,7,0.370,16000,0,0,1,4.80,17,655
1783,7,0.230,41000,0,0,0,6.60,4,740
1784,6,0.330,15000,0,0,1,9.50,14,744
1785,7,0.250,17000,0,0,1,7.30,10,687
1786,7,0.370,16000,0,0,1,4.80,17,689
1787,6,0.280,26500,1,2,1,7.20,5,556
1788,7,0.250,18500,0,0,0,7.60,10,744
1789,7,0.360,18000,1,2,1,8.60,7,560
1790,8,0.220,18500,0,1,0,4.90,7,539
1791,6,0.220,14000,0,0,1,9.50,11,781
1792,7,0.270,15000,0,0,1,7.10,9,690
1793,7,0.460,11000,0,2,0,8.20,5,605
1794,6,0.360,19000,1,1,1,6.90,4,600
1795,6,0.400,18500,0,0,1,7.90,4,642
1796,4,0.345,18000,0,0,1,6.30,7,538
1797,6,0.200,8500,0,0,0,8.70,6,657
1798,6,0.270,17000,0,2,1,9.00,10,653
1799,6,0.400,19500,0,0,1,7.90,4,604
1800,7,0.160,15000,0,0,0,7.60,10,748
1801,6,0.330,11000,1,2,1,7.40,3,574
1802,7,0.160,16000,0,0,0,7.60,10,654
1803,7,0.310,19000,0,0,0,7.00,13,625
1804,6,0.430,12000,0,1,1,8.40,6,676
1805,7,0.580,13500,0,0,1,7.00,16,779
1806,6,0.340,16000,0,0,1,6.40,12,714
1807,7,0.380,13500,1,2,0,8.60,10,490
1808,5,0.185,9500,0,0,1,6.50,5,688
1809,6,0.180,15500,0,0,0,7.40,6,719
1810,6,0.370,33500,0,0,0,8.90,7,673
1811,6,0.270,27500,0,4,1,8.20,5,489
1812,6,0.290,26000,0,2,1,7.50,5,698
1813,6,0.240,14000,0,0,1,12.70,12,689
1814,7,0.320,15500,0,0,1,9.40,15,703
1815,6,0.270,13500,0,0,0,5.00,16,692
1816,5,0.230,12500,0,0,1,6.20,8,737
1817,7,0.320,14500,0,0,1,9.40,15,761
1818,6,0.110,13500,0,0,1,5.70,6,719
1819,7,0.230,20500,0,1,1,10.20,5,747
1820,6,0.200,22500,1,1,0,5.60,4,583
1821,6,0.260,15500,0,0,1,5.40,15,694
1822,6,0.240,24500,0,0,0,14.50,8,664
1823,6,0.240,25500,0,0,0,14.50,8,651
1824,6,0.380,13000,0,0,0,7.90,13,735
1825,6,0.140,17500,0,0,0,10.30,10,698
1826,5,0.150,17000,0,0,0,8.80,14,682
1827,6,0.250,29500,0,0,0,6.50,5,627
1828,6,0.250,24000,0,0,0,6.60,4,691
1829,6,0.260,14500,0,0,1,5.40,15,738
1830,6,0.320,7000,0,0,1,7.90,4,609
1831,7,0.400,13000,0,1,1,7.60,4,618
1832,5,0.230,13000,0,0,1,7.20,11,677
1833,6,0.370,8000,1,2,0,6.20,2,472
1834,7,0.230,22000,0,0,0,6.60,4,596
1835,7,0.400,13000,1,1,1,7.60,4,558
1836,7,0.190,19500,0,1,1,11.20,8,682
1837,6,0.260,14000,1,2,0,8.90,4,590
1838,5,0.250,14500,0,0,1,6.60,13,687
1839,6,0.280,16000,0,0,1,6.00,10,678
1840,6,0.270,12000,0,0,0,7.60,4,580
1841,6,0.270,12000,0,0,0,7.60,4,640
1842,7,0.330,12000,0,2,1,7.70,6,576
1843,7,0.340,12000,0,2,1,6.70,6,599
1844,7,0.160,13500,0,0,0,6.10,3,731
1845,7,0.160,13500,0,0,0,6.10,3,737
1846,7,0.170,14000,0,1,0,6.00,4,762
1847,6,0.190,17500,0,0,0,9.10,9,710
1848,6,0.160,19000,0,0,0,8.90,10,684
1849,7,0.160,13500,0,0,0,6.10,3,754
1850,6,0.300,13500,0,0,0,5.10,12,724
1851,6,0.240,12000,0,0,1,7.90,4,613
1852,7,0.170,14000,0,1,0,6.00,4,714
1853,6,0.300,13500,0,0,0,5.10,12,694
1854,6,0.160,18000,0,0,0,8.90,10,711
1855,7,0.360,16000,0,0,1,7.60,10,689
1856,5,0.280,12500,0,1,1,6.50,14,557
1857,7,0.440,14500,0,1,1,5.40,12,673
1858,6,0.380,15000,1,2,1,10.80,8,601
1859,7,0.160,19000,0,1,1,12.20,8,771
1860,5,0.250,13000,0,0,0,6.20,5,683
1861,7,0.370,14000,0,0,1,6.20,8,552
1862,5,0.230,10500,0,0,1,8.00,10,727
1863,5,0.265,14000,0,0,1,5.20,8,665
1864,5,0.250,13500,0,0,0,7.40,6,708
1865,7,0.260,14500,0,0,0,6.20,11,725
1866,6,0.210,21000,0,0,0,5.10,6,739
1867,6,0.140,15000,0,0,1,5.00,7,667
1868,6,0.410,12500,0,0,0,6.00,4,740
1869,8,0.250,18500,0,0,0,8.50,5,620
1870,6,0.140,15000,0,0,1,5.00,7,657
1871,6,0.500,10000,0,0,1,6.60,4,692
1872,6,0.370,11500,1,2,1,6.00,7,622
1873,6,0.370,12500,1,2,1,6.00,7,594
1874,6,0.300,14000,0,1,0,5.90,13,691
1875,5,0.255,11000,0,1,1,11.90,10,742
1876,6,0.200,12500,0,0,1,8.30,10,718
1877,6,0.350,9000,0,1,1,7.40,3,723
1878,6,0.400,15500,0,0,1,4.00,13,725
1879,6,0.170,12500,0,0,0,8.00,7,637
1880,6,0.290,16000,0,0,0,9.60,10,724
1881,5,0.250,13500,0,0,1,4.40,9,748
1882,6,0.270,15000,0,0,1,5.50,14,688
1883,7,0.310,14000,0,2,1,5.30,4,540
1884,6,0.180,17500,0,0,0,8.00,10,705
1885,5,0.270,13500,0,0,1,7.10,9,676
1886,7,0.160,15000,0,1,0,6.10,3,745
1887,7,0.160,15000,0,1,0,6.10,3,756
1888,7,0.160,15000,0,1,0,6.10,3,746
1889,7,0.260,20000,0,0,1,6.20,8,617
1890,6,0.220,17500,0,0,1,7.00,13,715
1891,6,0.190,14000,0,0,1,6.20,14,716
1892,6,0.220,20500,0,1,1,9.00,13,595
1893,6,0.240,17500,0,2,0,10.60,7,655
1894,6,0.250,16500,0,0,1,9.80,8,709
1895,5,0.190,16500,0,0,1,6.90,10,756
1896,6,0.240,21000,1,2,1,10.20,5,568
1897,6,0.310,30500,0,0,0,7.90,4,652
1898,6,0.250,17000,0,0,0,7.30,10,682
1899,7,0.380,27000,0,1,1,9.70,6,740
1900,6,0.300,15000,0,0,1,9.40,12,722
1901,6,0.330,14000,0,0,1,9.80,14,764
1902,7,0.450,12000,0,0,0,5.20,17,778
1903,7,0.360,27500,0,0,0,6.30,4,619
1904,6,0.410,13500,0,0,0,5.10,12,710
1905,6,0.300,17000,1,2,1,6.30,7,611
1906,5,0.320,9000,0,0,1,6.90,7,720
1907,6,0.250,14000,0,0,1,8.40,9,765
1908,5,0.230,14500,0,0,1,7.60,10,723
1909,7,0.380,21000,0,2,0,7.00,7,691
1910,7,0.440,12000,0,2,0,7.50,5,645
1911,6,0.280,17000,0,0,1,4.30,13,729
1912,5,0.430,8500,1,3,1,7.60,10,459
1913,6,0.290,11500,0,2,0,8.70,6,666
1914,6,0.260,12500,0,0,0,10.00,10,744
1915,6,0.230,16500,0,0,1,6.20,8,668
1916,6,0.220,15000,0,0,1,7.20,8,720
1917,6,0.290,10000,0,0,1,7.60,4,620
1918,6,0.290,10000,0,0,1,7.60,4,609
1919,5,0.280,18000,0,0,1,14.70,12,737
1920,6,0.270,14500,0,0,0,8.30,10,700
1921,5,0.220,14500,0,0,1,11.40,9,722
1922,5,0.180,13000,0,0,0,8.90,13,743
1923,5,0.140,11000,0,0,1,6.20,11,660
1924,5,0.230,9500,0,1,1,6.20,8,750
1925,7,0.240,13000,0,0,1,6.70,6,656
1926,6,0.330,13000,0,0,1,6.60,4,644
1927,6,0.310,13500,0,0,1,6.10,15,777
1928,6,0.520,27000,0,1,1,7.60,13,719
1929,5,0.200,9000,0,0,1,5.60,13,672
1930,6,0.210,16000,0,2,0,7.30,7,650
1931,5,0.220,10000,0,0,1,6.70,3,729
1932,5,0.220,11000,0,0,1,6.70,3,658
1933,5,0.180,16500,0,2,0,6.30,7,487
1934,6,0.240,13500,0,0,1,5.50,8,711
1935,5,0.260,13000,0,0,1,7.30,7,579
1936,6,0.200,13000,0,0,1,6.00,10,714
1937,6,0.260,13500,0,0,0,7.10,6,724
1938,7,0.210,19000,0,2,1,11.20,5,608
1939,6,0.220,16000,0,0,1,8.60,10,748
1940,7,0.210,19000,0,2,1,11.20,5,625
1941,6,0.220,16000,0,0,1,8.60,10,749
1942,7,0.200,17500,0,0,1,7.00,10,750
1943,5,0.260,5000,0,0,1,6.20,14,740
1944,6,0.280,15000,1,1,0,6.20,5,677
1945,6,0.240,12500,0,0,1,8.70,9,725
1946,5,0.250,12000,0,0,1,8.50,8,708
1947,6,0.220,13500,0,0,1,8.00,10,755
1948,6,0.340,12500,0,0,1,10.80,14,737
1949,6,0.260,14500,0,0,1,4.50,14,734
1950,6,0.410,11000,0,0,1,5.82,12,763
1951,6,0.410,12000,0,0,0,6.68,15,759
1952,6,0.410,11000,0,0,1,5.82,12,746
1953,6,0.260,18500,1,2,1,7.50,5,576
1954,6,0.280,10000,0,1,0,4.80,8,746
1955,7,0.160,16500,0,0,0,10.50,8,685
1956,7,0.380,17000,0,2,0,7.60,4,630
1957,6,0.240,14000,1,2,0,7.50,5,595
1958,7,0.380,18000,0,2,0,7.60,4,607
1959,7,0.190,13500,0,1,0,6.40,3,771
1960,7,0.190,12500,0,1,0,6.40,3,790
1961,6,0.240,13500,0,0,1,9.20,8,801
1962,7,0.190,12500,0,1,0,6.40,3,828
1963,7,0.270,26000,0,0,0,9.10,7,673
1964,5,0.280,17500,0,0,1,10.90,10,698
1965,5,0.220,12500,0,0,1,8.20,8,732
1966,6,0.270,34500,0,0,0,6.60,4,725
1967,6,0.270,34500,0,0,0,6.60,4,662
1968,7,0.310,26000,0,0,0,7.30,4,689
1969,7,0.340,15000,1,2,0,8.20,5,603
1970,7,0.360,13500,0,0,0,8.60,16,693
1971,6,0.310,15000,0,0,1,5.10,15,678
1972,7,0.280,18500,0,0,1,7.10,9,593
1973,7,0.160,15000,0,1,0,6.30,11,704
1974,5,0.280,17000,0,1,1,7.80,11,748
1975,6,0.200,17500,0,0,1,9.00,13,664
1976,6,0.240,13500,0,0,0,5.40,15,748
1977,6,0.290,10500,0,0,0,5.80,9,684
1978,6,0.190,18500,1,1,0,6.30,4,565
1979,5,0.290,14000,0,0,1,6.80,14,729
1980,7,0.310,13500,0,0,1,6.50,5,542
1981,6,0.290,10500,0,0,0,5.80,9,688
1982,6,0.220,10500,0,0,0,6.80,5,573
1983,7,0.230,15000,0,0,1,8.90,4,612
1984,6,0.260,14000,0,0,1,6.50,14,740
1985,6,0.350,11500,1,2,1,7.50,5,585
1986,6,0.320,16000,0,1,1,8.00,10,735
1987,6,0.340,10500,0,0,0,7.20,5,624
1988,5,0.310,15500,0,0,1,7.20,10,677
1989,6,0.130,13500,0,0,1,12.00,10,740
1990,7,0.210,17500,0,0,0,11.60,10,680
1991,6,0.280,13000,0,1,0,4.40,9,503
1992,6,0.180,15000,0,0,1,5.50,8,658
1993,7,0.270,14000,0,2,0,9.40,6,619
1994,7,0.270,14000,0,2,0,9.40,6,606
1995,6,0.240,12000,0,0,0,10.20,5,569
1996,6,0.430,13000,0,1,1,6.90,13,723
1997,5,0.290,9000,0,2,1,5.20,5,633
1998,6,0.190,16000,0,0,0,7.15,10,707
1999,5,0.240,24500,1,2,0,6.20,6,583
2000,5,0.300,20000,0,0,1,8.30,16,698
2001,6,0.305,12000,0,0,0,7.30,4,573
2002,5,0.240,24500,1,2,0,6.25,6,599
2003,6,0.220,14000,0,0,1,7.50,8,669
2004,6,0.220,11500,0,0,0,6.40,3,696
2005,6,0.220,11500,0,0,0,6.40,3,709
2006,6,0.220,14000,0,0,1,7.50,8,670
2007,6,0.220,11500,0,0,0,6.40,3,739
2008,6,0.440,14500,0,2,1,6.60,13,699
2009,6,0.310,17000,0,1,1,7.40,9,715
2010,6,0.240,14000,0,0,1,5.10,15,706
2011,6,0.560,14000,1,2,1,6.20,5,568
2012,6,0.290,15000,0,1,1,8.05,11,720
2013,6,0.340,16500,0,0,0,8.30,4,564
2014,5,0.350,12500,0,0,1,6.90,10,715
2015,5,0.350,12500,0,0,1,6.90,10,707
2016,4,0.460,6000,0,0,1,5.30,16,676
2017,6,0.280,11000,0,1,1,6.10,9,730
2018,6,0.290,12500,0,0,0,9.20,8,718
2019,6,0.300,11500,0,3,1,7.50,5,541
2020,6,0.390,11000,0,2,1,6.40,6,637
2021,6,0.380,15500,0,0,0,5.50,14,700
2022,6,0.180,13000,0,0,0,6.20,5,697
2023,6,0.280,15500,1,2,1,7.00,4,581
2024,5,0.220,10000,0,0,1,7.70,6,582
2025,6,0.180,13000,0,0,0,6.20,5,721
2026,6,0.320,17000,0,0,0,5.50,14,679
2027,6,0.260,29000,0,0,0,7.90,4,577
2028,6,0.260,29000,0,0,0,7.90,4,630
2029,6,0.210,13000,0,0,1,8.90,10,682
2030,4,0.145,14500,0,0,1,7.90,10,735
2031,7,0.280,15000,0,0,1,9.30,10,638
2032,6,0.200,20000,0,0,0,7.10,15,695
2033,6,0.320,14000,1,2,1,7.80,5,561
2034,5,0.220,23500,0,0,0,5.40,15,650
2035,6,0.320,14000,1,2,1,7.80,5,544
2036,6,0.300,17500,0,1,1,5.20,14,710
2037,6,0.150,12500,0,0,1,6.70,6,715
2038,6,0.130,15000,0,0,1,7.60,10,660
2039,6,0.480,25500,0,0,1,6.00,16,675
2040,6,0.310,12500,0,2,1,8.65,8,686
2041,6,0.230,19500,0,1,1,9.60,7,739
2042,7,0.240,14500,0,0,0,5.35,11,700
2043,6,0.200,14500,1,1,0,8.40,9,564
2044,5,0.380,14000,0,0,1,6.60,13,652
2045,7,0.270,16500,0,1,1,8.00,10,715
2046,7,0.250,16500,0,1,1,7.20,11,672
2047,6,0.320,11500,0,0,0,6.10,9,629
2048,6,0.190,14000,0,0,1,10.60,10,718
2049,6,0.270,17000,0,0,1,6.50,14,657
2050,6,0.400,10000,1,3,1,7.40,3,567
2051,6,0.170,9500,0,0,0,5.40,6,668
2052,5,0.130,11000,0,1,1,6.10,12,718
2053,6,0.160,12500,0,0,1,5.00,7,720
2054,6,0.170,9500,0,0,0,5.40,6,654
2055,6,0.370,9500,0,0,0,5.00,4,712
2056,7,0.260,26500,0,1,0,6.30,4,705
2057,7,0.280,27000,0,2,0,6.30,4,655
2058,7,0.280,27000,0,1,0,6.30,4,651
2059,7,0.090,15000,0,0,0,5.70,9,701
2060,5,0.280,16000,0,0,1,8.25,15,650
2061,6,0.280,19500,0,0,0,8.30,10,645
2062,6,0.280,19500,0,0,0,8.30,10,600
2063,6,0.200,16500,0,0,0,9.00,13,664
2064,5,0.290,16000,0,0,1,5.50,11,684
2065,7,0.230,16000,0,0,0,7.30,10,738
2066,6,0.550,14000,0,0,1,10.30,16,708
2067,6,0.230,18000,0,0,1,5.10,15,664
2068,5,0.210,11500,0,0,1,8.70,9,708
2069,5,0.270,12000,0,0,1,8.40,18,687
2070,6,0.260,14000,0,0,0,7.45,13,715
2071,5,0.180,15000,0,0,1,6.40,9,731
2072,7,0.230,16500,0,0,1,7.40,9,768
2073,5,0.280,34000,0,1,1,8.40,9,645
2074,8,0.360,15000,0,3,0,7.00,13,559
2075,6,0.300,13500,0,0,1,6.60,13,748
2076,6,0.200,16000,0,0,1,8.20,5,727
2077,6,0.200,14000,0,0,0,8.70,15,681
2078,6,0.350,12000,0,0,1,8.00,13,740
2079,5,0.300,15500,0,0,1,5.90,10,599
2080,6,0.150,18000,0,0,1,7.00,7,676
2081,4,0.130,16000,0,0,1,9.40,12,730
2082,5,0.200,12000,0,0,0,9.40,3,709
2083,6,0.270,13000,0,0,1,6.30,10,726
2084,5,0.290,19000,0,0,1,5.20,14,727
2085,6,0.330,16000,0,2,1,7.30,10,652
2086,7,0.330,40000,0,3,0,8.00,10,670
2087,6,0.360,16500,0,0,1,8.00,10,683
2088,7,0.390,16000,0,0,0,6.70,9,676
2089,6,0.160,16500,0,0,1,5.20,11,728
2090,6,0.170,18000,0,0,0,6.30,4,680
2091,5,0.330,9000,0,0,1,6.00,10,741
2092,6,0.290,16000,0,0,1,8.00,13,720
2093,6,0.280,15000,0,1,0,5.60,10,737
2094,6,0.440,14000,0,0,1,7.80,10,689
2095,7,0.280,18500,0,0,0,9.40,9,649
2096,6,0.440,14000,0,0,1,7.90,10,722
2097,7,0.305,19000,0,0,1,7.50,11,713
2098,8,0.490,12500,0,1,0,7.60,10,617
2099,6,0.190,18500,0,0,1,7.70,9,717
2100,6,0.190,18500,0,0,1,7.70,9,732
2101,6,0.300,45500,0,1,1,7.10,12,745
2102,6,0.280,20500,0,1,1,9.40,9,741
2103,5,0.290,20000,0,0,0,8.60,10,650
2104,6,0.510,13500,0,2,1,8.70,8,594
2105,6,0.240,20500,0,0,0,9.20,12,724
2106,6,0.240,21500,0,0,0,9.25,12,687
2107,5,0.240,15000,0,0,1,6.20,14,731
2108,5,0.240,17000,0,1,1,4.30,16,723
2109,5,0.180,14000,0,0,1,8.95,8,694
2110,6,0.610,10500,2,3,0,8.90,4,633
2111,5,0.695,3000,0,0,1,6.60,7,634
2112,5,0.390,12500,0,0,1,8.30,16,736
2113,6,0.380,23500,1,2,1,7.80,5,626
2114,6,0.290,20500,0,0,0,8.90,9,711
2115,6,0.290,20500,0,0,0,8.00,10,685
2116,6,0.330,21500,0,0,1,9.20,14,679
2117,8,0.230,22500,0,2,0,7.60,10,560
2118,7,0.170,19000,0,0,1,6.20,14,677
2119,6,0.170,16500,0,0,1,8.40,7,748
2120,6,0.160,17000,0,0,1,8.40,7,729
2121,7,0.170,18000,0,0,1,6.20,14,723
2122,6,0.170,16500,0,0,1,8.45,7,740
2123,6,0.285,24500,0,0,0,8.70,3,678
2124,5,0.350,14500,0,1,1,8.90,11,780
2125,5,0.210,18500,0,0,1,9.80,8,684
2126,6,0.250,16000,0,0,1,7.80,5,677
2127,4,0.335,7000,0,2,1,6.50,8,630
2128,6,0.630,7000,1,2,1,5.60,7,443
2129,6,0.160,16000,0,1,0,5.00,4,736
2130,6,0.190,15500,0,1,0,7.30,4,769
2131,6,0.360,17000,1,2,1,8.40,3,541
2132,6,0.350,17000,0,0,1,9.70,15,690
2133,6,0.150,21000,0,0,1,14.00,16,650
2134,6,0.350,16000,0,0,1,9.70,15,729
2135,7,0.270,37000,0,0,0,6.60,4,681
2136,6,0.300,17500,0,2,0,8.40,6,596
2137,6,0.220,21000,0,0,0,4.40,12,697
2138,5,0.210,16500,0,0,1,7.10,15,657
2139,5,0.330,16500,0,0,1,6.60,13,708
2140,5,0.270,8000,0,0,1,5.20,8,703
2141,6,0.150,17000,0,0,1,4.00,7,681
2142,6,0.150,16000,0,0,1,4.00,7,694
2143,6,0.270,18000,0,1,0,8.75,13,595
2144,6,0.320,16500,0,0,1,7.60,7,671
2145,6,0.250,14000,0,0,0,7.20,5,712
2146,6,0.420,23000,1,1,1,6.10,6,699
2147,6,0.310,15500,0,0,0,9.20,8,733
2148,6,0.250,15000,0,0,0,7.20,5,662
2149,7,0.210,15500,0,0,0,6.80,8,670
2150,6,0.320,22500,0,0,1,7.10,9,615
2151,7,0.300,32000,0,1,1,7.55,12,567
2152,5,0.310,19000,0,0,1,6.10,12,688
2153,5,0.310,19000,0,0,1,6.10,12,722
2154,5,0.185,12000,0,0,1,6.45,7,678
2155,5,0.160,16500,0,0,1,6.90,11,682
2156,6,0.170,19000,0,0,1,8.40,9,650
2157,6,0.240,16000,0,0,1,3.90,13,725
2158,5,0.300,13500,0,0,1,9.50,14,682
2159,6,0.270,15500,0,0,1,6.70,9,686
2160,6,0.270,16000,0,0,1,6.40,9,741
2161,5,0.240,10500,0,0,1,8.00,7,577
2162,6,0.260,15500,1,14,1,9.50,8,371
2163,6,0.230,25000,0,0,0,6.30,4,708
2164,6,0.340,13000,1,2,0,9.90,4,609
2165,6,0.350,12500,0,2,1,9.90,4,700
2166,6,0.190,17500,0,0,1,7.10,6,707
2167,6,0.290,37500,0,0,0,7.20,14,712
2168,6,0.380,14000,0,0,1,7.80,17,708
2169,6,0.170,13000,0,0,1,5.00,7,699
2170,5,0.400,12500,0,0,1,8.25,12,727
2171,6,0.320,11500,0,0,1,7.20,14,818
2172,6,0.270,14000,0,1,1,7.80,5,748
2173,6,0.270,15000,0,2,1,7.80,5,676
2174,6,0.270,15000,0,2,1,7.80,5,689
2175,6,0.280,23500,1,2,1,7.30,4,626
2176,5,0.210,15500,0,0,1,5.00,13,719
2177,7,0.240,20000,1,3,1,6.60,10,446
